,ISBN,title,author,year,publisher,alt_title,alt_author,correct_author,alt_first_author,viaf_id,viaf_name,QID,sexuality,country,language,religion,gender,ethnicity,birthyear,deathyear,label,ISBN_alt
37825,0061020656,Pyramids (Discworld Novels (Paperback)),Terry Pratchett,2001,HarperTorch,Pyramids,Terry Pratchett,Terry Pratchett,Terry Pratchett,76382712,"Terry Pratchett, 1948-2015",Q46248,,United Kingdom,,atheism,male,English people,1948.0,2015.0,Terry Pratchett,0575044632
37831,0345447980,Planet of the Apes,Pierre Boulle,2001,Del Rey Books,Planet of the Apes,Pierre Boulle,Pierre Boulle,Pierre Boulle,91267854,"Pierre Boulle, 1912-1994",Q219910,,France,French,,male,,1912.0,1994.0,Pierre Boulle,0345447980
37837,038547802X,Rants,DENNIS MILLER,1997,Main Street Books,The Rants,Dennis Miller,Dennis Miller,Dennis Miller,100255940,"Dennis Miller, 1953-",Q953153,,United States of America,English,,male,,1953.0,,Dennis Miller,038547802X
37864,0380974061,Breach of Duty: A J.P. Beaumont Mystery,J.A. Jance,1999,William Morrow,Breach of Duty,J. A. Jance,J. A. Jance,J. A. Jance,85471804,J. A Jance,Q6104507,,United States of America,,,female,,1944.0,,J. A. Jance,038071843X
37879,0380726246,Prayers for the Dead : A Peter Decker/Rina Lazarus Novel (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1997,Avon,Prayers for the Dead,Faye Kellerman,Faye Kellerman,Faye Kellerman,44481519,Faye Kellerman,Q268466,,United States of America,,,female,,1952.0,,Faye Kellerman,0688143679
37891,0449227847,"Twist of Fate: The Locket (The Blackstone Chronicles, No 2)",John Saul,1997,Fawcett Books,Twist of Fate,John Saul,John Saul,John Saul,100257906,"John Saul, 1942-",Q1701683,,United States of America,,,male,,1942.0,,John Saul,0449227847
37899,1551668769,With A Southern Touch,Diana Palmer,2002,Mira,With a Southern Touch,Jennifer Blake|Heather Graham|Diana Palmer,Diana Palmer,Jennifer Blake,101797596,"Diana Palmer, 1946-",Q2295279,,United States of America,,,female,,1946.0,,Diana Palmer,1551668769
37928,0895297272,"Prescription for Nutritional Healing: A Practical A-Z Reference to Drug-Free Remedies Using Vitamins, Minerals, Herbs &amp; Food Supplements","James F., Md. Balch",1996,Avery Publishing Group,Prescription for Nutritional Healing,James F. Balch|Seth Spaulding|Phyllis A. Balch,James F. Balch,James F. Balch,50102473,"James F. Balch, 1933-",,,,,,,,,,,0895297272
37940,045120915X,Rain Fall,Barry Eisler,2003,Signet Book,Rain Fall,Barry Eisler,Barry Eisler,Barry Eisler,79506820,Barry Eisler,Q809033,,United States of America,,,male,,1963.0,,Barry Eisler,045120915X
37958,0609610996,The Mammoth Hunters,JEAN M. AUEL,2001,Crown,The Mammoth Hunters,Jean M. Auel,Jean M. Auel,Jean M. Auel,79487364,"Jean M. Auel, 1936-",Q229996,,United States of America,,,female,,1936.0,,Jean M. Auel,0517556278
37959,0316815837,These Granite Islands,Sarah Stonich,2001,Little Brown and Company,The Ice Chorus,Sarah Stonich,Sarah Stonich,Sarah Stonich,166183170,"Sarah Stonich, 1958-",,,,,,,,,,,0316815837
37967,0440431808,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E. L. Konigsburg,1977,Yearling Books,From the Mixed-up Files of Mrs. Basil E. Frankweiler,,,,85527729,E. L Konigsburg,Q4356114,,United States of America,English,,female,,1930.0,2013.0,E. L. Konigsburg,0440431808
37970,0141301120,Charlie and the Great Glass Elevator (Puffin Novels),Roald Dahl,1998,Puffin Books,Charlie and the Great Glass Elevator,Roald Dahl,Roald Dahl,Roald Dahl,108159131,"Roald Dahl, 1916-1990",Q25161,,"Norway,Wales",,,male,,1916.0,1990.0,Roald Dahl,014032870X
37977,0375401156,The Diving Bell and the Butterfly : A Memoir of Life in Death,JEAN-DOMINIQUE BAUBY,1997,Knopf,The Diving Bell and the Butterfly,Jean-Dominique Bauby,Jean-Dominique Bauby,Jean-Dominique Bauby,29529818,"Jean-Dominique Bauby, 1952-1997",Q317730,,France,,,male,,1952.0,1997.0,Jean-Dominique Bauby,1857027795
37979,0061020397,Carpe Jugulum (Discworld Novels (Paperback)),Terry Pratchett,2000,HarperTorch,Carpe Jugulum,Terry Pratchett,Terry Pratchett,Terry Pratchett,76382712,"Terry Pratchett, 1948-2015",Q46248,,United Kingdom,,atheism,male,English people,1948.0,2015.0,Terry Pratchett,0061020397
37983,0425146812,Second Nature,Alice Hoffman,1995,Berkley Publishing Group,Second Nature,Alice Hoffman,Alice Hoffman,Alice Hoffman,85550312,"Alice Hoffman, 1952-",Q452722,,United States of America,,,female,,1952.0,,Alice Hoffman,0399139087
37987,0451125509,The Other Woman,Joy Fielding,1993,Signet Book,The Other Woman,Joy Fielding,Joy Fielding,Joy Fielding,39376957,"Joy Fielding, 1945-",Q153177,,Canada,,,female,,1945.0,,Joy Fielding,0451125509
37989,0062517864,The Monk Downstairs : A Novel,Tim Farrington,2003,HarperSanFrancisco,The Monk Downstairs,Tim Farrington,Tim Farrington,Tim Farrington,46035697,Tim Farrington,,,,,,,,,,,0062517856
38000,0684836270,EXQUISITE CORPSE,Poppy Z. Brite,1997,Touchstone,Exquisite Corpse,Poppy Z. Brite,Poppy Z. Brite,Poppy Z. Brite,85778403,"Poppy Z. Brite, 1967-",Q450868,,United States of America,,,transgender male,,1967.0,,Poppy Z. Brite,0684836270
38009,0446611727,Some Girls Do,Leanne Banks,2003,Warner Forever,Some Girls Do,Leanne Banks,Leanne Banks,Leanne Banks,87183690,Leanne Banks,Q6509831,,United States of America,English,,female,,1959.0,,Leanne Banks,0446611727
38024,0843945508,Bite (Love Spell),Richard Laymon,1999,Leisure Books,Bite,Richard Laymon,Richard Laymon,Richard Laymon,39395847,"Richard Laymon, 1947-2001",Q729301,,United States of America,,,male,,1947.0,2001.0,Richard Laymon,0843945508
38026,0345383230,Photographing Fairies,Steve Szilagyi,1993,Ballantine Books,Photographing Fairies,Steve Szilagyi,Steve Szilagyi,Steve Szilagyi,68121068,Steve Szilagyi,Q3499135,,United States of America,,,male,,1953.0,,Steve Szilagyi,0345383230
38043,0553560271,Shadows,John Saul,1993,Bantam Books,Shadows,John Saul,John Saul,John Saul,100257906,"John Saul, 1942-",Q1701683,,United States of America,,,male,,1942.0,,John Saul,0553074741
38048,0865471185,West With the Night,Beryl Markham,1983,North Point Press,West with the Night,Beryl Markham,Beryl Markham,Beryl Markham,79059451,"Beryl Markham, 1902-1986",Q443904,,United Kingdom,,,female,,1902.0,1986.0,Beryl Clutterbuck Markham,0865471185
38073,0425152499,Practical Magic,Alice Hoffman,1996,Berkley Publishing Group,Practical Magic,Alice Hoffman,Alice Hoffman,Alice Hoffman,85550312,"Alice Hoffman, 1952-",Q452722,,United States of America,,,female,,1952.0,,Alice Hoffman,0425168468
38083,060961097X,The Clan of the Cave Bear,JEAN M. AUEL,2001,Crown Publishing Group,The Clan of the Cave Bear,Jean M. Auel,Jean M. Auel,Jean M. Auel,79487364,"Jean M. Auel, 1936-",Q229996,,United States of America,,,female,,1936.0,,Jean M. Auel,0553148001
38099,0380715929,Mother Earth Father Sky,Sue Harrison,1991,Avon,Mother Earth Father Sky,Sue Harrison,Sue Harrison,Sue Harrison,113745172,Sue Harrison,Q11314026,,United States of America,,,female,,1950.0,,Sue Harrison,0380715929
38108,0312969198,A Cold Day in Paradise (Alex McKnight Mysteries (Paperback)),Steve Hamilton,2000,St. Martin's Minotaur,A Cold Day in Paradise,Steve Hamilton,Steve Hamilton,Steve Hamilton,27352806,"Steve Hamilton, 1961-",Q533971,,United States of America,,,male,,1961.0,,Steve Hamilton,0312969198
38122,0446613444,The Black Ice,Michael Connelly,2003,Warner Vision,The Black Ice,Michael Connelly,Michael Connelly,Michael Connelly,19745715,"Michael Connelly, 1956-",Q313193,,United States of America,"English,American English",,male,,1956.0,,Michael Connelly,0446613444
38126,0399137769,Driving Force,Dick Francis,1992,Putnam Pub Group,Driving Force,Dick Francis,Dick Francis,Dick Francis,24601518,"Dick Francis, 1920-2010",Q314929,,"United Kingdom,Wales",,,male,,1920.0,2010.0,Dick Francis,0449221393
38128,0399150900,Capital Crimes,Stuart Woods,2003,Putnam Publishing Group,Capital Crimes,Stuart Woods,Stuart Woods,Stuart Woods,108957653,Stuart Woods,Q3500849,,United States of America,English,,male,,1938.0,,Stuart Woods,0451211561
38129,0446530891,Split Second,David Baldacci,2003,Warner Books,Split Second,David Baldacci,David Baldacci,David Baldacci,102339955,"David Baldacci, 1960-",Q495420,,United States of America,,,male,,1960.0,,David Baldacci,0446530891
38136,038073267X,Sacred and Profane (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1999,Avon,Sacred and Profane,Faye Kellerman,Faye Kellerman,Faye Kellerman,44481519,Faye Kellerman,Q268466,,United States of America,,,female,,1952.0,,Faye Kellerman,0449215024
38144,0061091316,Lost Boys,Orson Scott Card,1993,HarperTorch,Lost Boys,Orson Scott Card,Orson Scott Card,Orson Scott Card,116838661,"Orson Scott Card, 1951-",Q217110,,United States of America,,The Church of Jesus Christ of Latter-day Saints,male,,1951.0,,Orson Scott Card,0061091316
38265,0553268929,The Great Santini,Pat Conroy,1987,Bantam Books,The Great Santini,Pat Conroy,Pat Conroy,Pat Conroy,9869643,"Pat Conroy, 1945-2016",Q2451348,,United States of America,,,male,,1945.0,2016.0,Pat Conroy,0553268929
38272,0440201969,Bluebeard,Kurt Vonnegut,1988,Dell Publishing Company,Bluebeard,Kurt Vonnegut,Kurt Vonnegut,Kurt Vonnegut,71398958,"Kurt Vonnegut, 1922-2007",Q49074,,United States of America,English,"Unitarian Universalism,atheism",male,,1922.0,2007.0,Kurt Vonnegut,038533351X
38286,0805013407,The Night the Bear Ate Goombaw,Patrick R. McManus,1990,Owl Books (NY),The Night the Bear Ate Goombaw,Patrick F. McManus,Patrick F. McManus,Patrick F. McManus,52934600,Patrick F McManus,Q7146461,,United States of America,,,male,,1933.0,2018.0,Patrick F. McManus,0805013407
38292,0394823370,The Lorax,Dr. Seuss,1971,Random House Children's Books,The Lorax,Dr. Seuss|Theodor Seuss Geisel,Dr. Seuss,Dr. Seuss,92567206,Dr Seuss,,,,,,,,,,,0394823370
38381,0717283208,Prince and the Pauper Walt Disney,Disney,1993,Stoddart+publishing,The Prince and the Pauper,Walt Disney,Walt Disney,Walt Disney,36927108,"Walt Disney, 1901-1966",Q8704,,United States of America,American English,congregational church,male,Americans,1901.0,1966.0,Walt Disney,0717283208
38502,0679781382,Asylum (Vintage Contemporaries),Patrick McGrath,1998,Vintage Books USA,Asylum,Patrick McGrath,Patrick McGrath,Patrick McGrath,41894361,"Patrick McGrath, 1950-",Q920996,,United Kingdom,,,male,,1950.0,,Patrick McGrath,0679452281
38503,0684842696,UNDERWORLD,Don DeLillo,1997,Scribner,Underworld,Don DeLillo,Don DeLillo,Don DeLillo,17253973,"Don DeLillo, 1936-",Q310048,,United States of America,,,male,,1936.0,,Don DeLillo,0684848155
38522,1881273156,The Five Love Languages: Five Love Languages,Gary Chapman,2005,Moody Publishers,,,,,29675569,"Gary Chapman, 1938-",Q289904,,United States of America,,Baptists,male,,1938.0,,Gary Chapman,1881273156
38553,0441748600,To Sail Beyond the Sunset,Robert Heinlein,1996,Ace Books,To Sail Beyond the Sunset,Robert Anson Heinlein,Robert Anson Heinlein,Robert Anson Heinlein,12309757,"Robert Anson Heinlein, 1907-1988",Q123078,,United States of America,English,atheism,male,,1907.0,1988.0,Robert A. Heinlein,0441748600
38614,0316154059,City of Bones,Michael Connelly,2002,Warner Books,City of Bones,Michael Connelly,Michael Connelly,Michael Connelly,19745715,"Michael Connelly, 1956-",Q313193,,United States of America,"English,American English",,male,,1956.0,,Michael Connelly,0446611611
38617,0671673661,I'LL BE SEEING YOU,Mary Higgins Clark,1993,Simon &amp; Schuster,I'll Be Seeing You,Mary Higgins Clark,Mary Higgins Clark,Mary Higgins Clark,100252785,"Mary Higgins Clark, 1927–2020",Q231736,,United States of America,,Catholic Church,female,,1927.0,2020.0,Mary Higgins Clark,0671888587
38637,0440117658,Deadeye Dick,"Kurt, Jr. Vonnegut",1996,Dell Publishing Company,Deadeye Dick,Kurt Vonnegut,Kurt Vonnegut,Kurt Vonnegut,71398958,"Kurt Vonnegut, 1922-2007",Q49074,,United States of America,English,"Unitarian Universalism,atheism",male,,1922.0,2007.0,Kurt Vonnegut,0440117658
38646,0802140122,Twelve,Nick McDonell,2003,Grove Press,Twelve,Jean Genet|Nick McDonell,Nick McDonell,Jean Genet,87395647,"Nick McDonell, 1984-",Q320573,,United States of America,,,male,,1984.0,,Nick McDonell,0802140122
38746,0802138004,The Toughest Indian in the World,Sherman Alexie,2001,Grove Press,The Toughest Indian in the World,Sherman Alexie,Sherman Alexie,Sherman Alexie,46892548,"Sherman Alexie, 1966-",Q727331,,United States of America,,,male,,1966.0,,Sherman Alexie,0871138018
38805,0451521951,The Count of Monte Cristo,Alexandre Dumas,1995,Signet Book,The Count of Monte Cristo,Alexandre Dumas,Alexandre Dumas,Alexandre Dumas,51688902,"Alexandre Dumas, 1802-1870",Q38337,,France,French,,male,French,1802.0,1870.0,Alexandre Dumas,0553213504
38824,0316899992,"River, Cross My Heart",Breena Clarke,1999,Little Brown and Company,"River, Cross My Heart",Breena Clarke,Breena Clarke,Breena Clarke,79546530,Breena Clarke,Q26924448,,,,,female,African Americans,1951.0,,Breena Clarke,0316899984
38845,0060519134,Savannah Blues,Mary Kay Andrews,2003,Perennial,Savannah Blues,Mary Kay Andrews,Mary Kay Andrews,Mary Kay Andrews,112991081,"Mary Kay Andrews, 1954-",Q6779987,,United States of America,,,female,,1954.0,,Mary Kay Andrews,0060519134
38910,0373250452,Lost &amp; Found (Red Dress Ink),Jane Sigaloff,2004,Red Dress Ink,Lost & Found,Jane Sigaloff,Jane Sigaloff,Jane Sigaloff,27314296,Jane Sigaloff,,,,,,,,,,,0373250452
38923,0743211936,An Hour Before Daylight,Jimmy Carter,2001,Simon &amp; Schuster,An Hour Before Daylight,Jimmy Carter,Jimmy Carter,Jimmy Carter,247888433,"Jimmy Carter, 1924-",Q23685,,United States of America,English,Baptists,male,,1924.0,,Jimmy Carter,0743211995
38937,1401301061,The World According to Mister Rogers,Fred Rogers,2003,Hyperion,,,,,45547092,Fred Rogers,Q1275768,,United States of America,,Presbyterianism,male,,1928.0,2003.0,Fred Rogers,1401301061
39011,0345425782,Dave Barry Is from Mars and Venus,DAVE BARRY,1998,Ballantine Books,Dave Barry Is from Mars and Venus,Dave Barry,Dave Barry,Dave Barry,14929847,Dave Barry,Q673567,,United States of America,English,atheism,male,,1947.0,,Dave Barry,0609600664
39043,0312915799,Deadly Medicine,Dan Reed,1989,St. Martin's Press,Deadly Medicine,Kelly Moore|Dan Reed,Dan Reed,Kelly Moore,21720445,Dan Reed 1964-,Q62131378,,United Kingdom,,,male,,1964.0,,Dan Reed,0312915799
39072,0892966971,Killing Me Softly: A Novel of Obsession,Nicci French,1999,Mysterious Press,Killing Me Softly,Nicci French,Nicci French,Nicci French,85335716,Nicci French,Q1683281,,,,,,,,,Nicci French,0446608386
39129,0452266564,The Claiming of Sleeping Beauty (Erotic Adventures of Sleeping Beauty),Rice Anne,1999,Plume Books,The Claiming of Sleeping Beauty,A. N. Roquelaure|Anne Rice,Anne Rice,A. N. Roquelaure,111989334,"Anne Rice, 1941-2021",Q184785,,United States of America,,secular humanism,female,,1941.0,2021.0,Anne Rice,0452281423
39133,0394564243,Winters' Tales: Stories and Observations for the Unusual,Jonathan Winters,1987,Random House Inc,Winters' Tales,Jonathan Winters,Jonathan Winters,Jonathan Winters,100917153,Jonathan Winters,Q4538,,United States of America,English,,male,English American,1925.0,2013.0,Jonathan Winters,0394564243
39156,0743406184,If Only It Were True,Marc Levy,2001,Pocket,,,,,85453948,"Marc Lévy, 1961-",Q176246,,France,,,male,,1961.0,,Marc Levy,0743406184
39167,0553351397,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hahn,1992,Random House,Peace is Every Step,Nhất Hạnh (Thích)|Thich Nhat Hanh,Thich Nhat Hanh,Nhất Hạnh (Thích),87670142,Thích Nhất Hạnh,Q310913,,"Vietnam,France",,Buddhism,male,Vietnamese people,1926.0,2022.0,Thích Nhất Hạnh,0553351397
39168,0440242002,Bleachers,JOHN GRISHAM,2004,Dell,Bleachers,John Grisham,John Grisham,John Grisham,7449742,"John Grisham, 1955-",Q106465,,United States of America,English,Southern Baptist Convention,male,,1955.0,,John Grisham,0385511612
39191,0312971397,Cuba (A Jake Grafton Novel),Stephen Coonts,2000,St. Martin's Paperbacks,Cuba,Stephen Coonts,Stephen Coonts,Stephen Coonts,9870690,"Stephen Coonts, 1946-",Q715692,,United States of America,,,male,,1946.0,,Stephen Coonts,0312971397
39264,0812563190,Elvenblood (Halfblood Chronicles),Andre Norton,1996,Tor Fantasy,Elvenblood,Andre Norton|Mercedes Lackey,Andre Norton,Andre Norton,121640202,"Andre Norton, 1912-2005",Q235899,,United States of America,English,,female,,1912.0,2005.0,Andre Norton,0312855486
39269,0836220625,Far Side Gallery,Gary Larson,1984,Andrews McMeel Publishing,The Far Side Gallery,Gary Larson,Gary Larson,Gary Larson,5730196,"Gary Larson, 1950-",Q919020,,United States of America,,,male,,1950.0,,Gary Larson,0836220625
39270,0836217179,Chickens Are Restless (Far Side Series),Gary Larson,1993,Andrews McMeel Publishing,The Chickens Are Restless,Gary Larson,Gary Larson,Gary Larson,5730196,"Gary Larson, 1950-",Q919020,,United States of America,,,male,,1950.0,,Gary Larson,0836217179
39329,0671035452,Hot Springs (Earl Swagger Novels (Paperback)),Stephen Hunter,2001,Pocket,Hot Springs,Stephen Hunter,Stephen Hunter,Stephen Hunter,41963736,"Stephen Hunter, 1946-",Q983243,,United States of America,English,,male,,1946.0,,Stephen Hunter,0671035452
39330,0743418131,Deck the Halls (Holiday Classics),Mary Higgins Clark,2002,Pocket,Deck the Halls,Mary Higgins Clark|Carol Higgins Clark,Mary Higgins Clark,Mary Higgins Clark,100252785,"Mary Higgins Clark, 1927–2020",Q231736,,United States of America,,Catholic Church,female,,1927.0,2020.0,Mary Higgins Clark,0743212002
39370,0446517380,"Mary, Mary",Ed McBain,1993,Warner Books Inc,"Mary, Mary",Evan Hunter,,Evan Hunter,20968490,"Ed McBain, 1926-2005",Q369632,,United States of America,,,male,Italian Americans,1926.0,2005.0,Ed McBain,0446600547
39373,0393315630,Marabou Stork Nightmares,Irvine Welsh,1997,W. W. Norton &amp; Company,Marabou Stork Nightmares,Irvine Welsh,Irvine Welsh,Irvine Welsh,101956084,"Irvine Welsh, 1958-",Q178403,,United Kingdom,,,male,,1958.0,,Irvine Welsh,0393315630
39374,0440158532,Mother Night,Kurt Vonnegut,1995,Dell Publishing Company,CLASSICS Mother Night,Kurt Vonnegut,Kurt Vonnegut,Kurt Vonnegut,71398958,"Kurt Vonnegut, 1922-2007",Q49074,,United States of America,English,"Unitarian Universalism,atheism",male,,1922.0,2007.0,Kurt Vonnegut,0440158532
39377,042515999X,The Solitaire Mystery,Jostein Gaarder,1997,Berkley Publishing Group,The Solitaire Mystery,Jostein Gaarder,Jostein Gaarder,Jostein Gaarder,54345762,"Jostein Gaarder, 1952-",Q185548,,Norway,Norwegian,Christianity,male,,1952.0,,Jostein Gaarder,042515999X
39394,1880418592,"Song of Susannah (The Dark Tower, Book 6)",Stephen King,2004,Donald M. Grant/Scribner,The Dark Tower VI,Stephen King,Stephen King,Stephen King,97113511,"Stephen King, 1947-",Q39829,,United States of America,English,,male,,1947.0,,Stephen King,1880418592
39399,1582342156,All Families Are Psychotic,Douglas Coupland,2002,Bloomsbury Publishing PLC,All Families Are Psychotic,Douglas Coupland,Douglas Coupland,Douglas Coupland,84536439,"Douglas Coupland, 1961-",Q322060,gay,Canada,English,,male,,1961.0,,Douglas Coupland,1582342156
39404,0553583611,Fatal,MICHAEL PALMER,2003,Bantam,Fatal,Michael Palmer,Michael Palmer,Michael Palmer,100912074,"Michael Palmer, 1942-2013",Q2386817,,United States of America,,,male,,1942.0,2013.0,Michael Palmer,0553583611
39451,0060932813,Waiting: The True Confessions of a Waitress,Debra Ginsberg,2001,Perennial,Waiting,Debra Ginsberg,Debra Ginsberg,Debra Ginsberg,57518746,Debra Ginsberg,Q5248491,,United States of America,,,female,,1962.0,,Debra M. Ginsberg,0060194790
39511,0440215935,Hunter's Moon,Karen Robards,1996,Dell Publishing Company,Hunter's Moon,Karen Robards,Karen Robards,Karen Robards,84513700,Karen Robards,Q6369994,,United States of America,,,female,,1954.0,,Karen Robards,0385310366
39524,0446676071,Message in a Bottle,Nicholas Sparks,1999,Warner Books,Message in a Bottle,Nicholas Sparks,Nicholas Sparks,Nicholas Sparks,117604749,"Nicholas Sparks, 1965-",Q219377,,United States of America,,Catholic Church,male,,1965.0,,Nicholas Sparks,0446523569
39583,051513175X,The Descent,Jeff Long,2001,Jove Books,The Descent,Jeff Long,Jeff Long,Jeff Long,77236999,Jeff Long,Q3807785,,United States of America,,,male,,1951.0,,Jeff Long,051513175X
39645,1401351964,Bergdorf Blondes : A Novel,Plum Sykes,2004,Miramax,Bergdorf Blondes,Plum Sykes,Plum Sykes,Plum Sykes,32253478,Plum Sykes,Q1243147,,United Kingdom,,,female,,1969.0,,Plum Sykes,1401351964
39649,0140366784,Jane Eyre (Puffin Classics),Charlotte Bronte,1995,Puffin Books,Jane Eyre,Charlotte Brontë,Charlotte Brontë,Charlotte Brontë,71388025,"Charlotte Brontë, 1816-1855",Q127332,,United Kingdom of Great Britain and Ireland,English,Anglicanism,female,English people,1816.0,1855.0,Charlotte Brontë,0451518845
39652,038532720X,Demon in My View,Amelia Atwater-Rhodes,2000,Delacorte Press,Demon in My View,Amelia Atwater-Rhodes,Amelia Atwater-Rhodes,Amelia Atwater-Rhodes,69806676,"Amelia Atwater-Rhodes, 1984-",Q433464,,United States of America,,,female,,1984.0,,Amelia Atwater-Rhodes,038532720X
39653,0440228166,In the Forests of the Night (Laurel Leaf Books),Amelia Atwater-Rhodes,2000,Laurel-Leaf Books,In the Forests of the Night,Amelia Atwater-Rhodes,Amelia Atwater-Rhodes,Amelia Atwater-Rhodes,69806676,"Amelia Atwater-Rhodes, 1984-",Q433464,,United States of America,,,female,,1984.0,,Amelia Atwater-Rhodes,0440228166
39659,0679312064,Dropped Threads 2: More of What We Aren't Told,Carol Shields,2003,Vintage Books Canada,Dropped Threads 2,Carol Shields|Marjorie May Anderson|Catherine Shields,Carol Shields,Carol Shields,4944537,"Carol Shields, 1935-2003",Q259956,,"Canada,United States of America",,,female,,1935.0,2003.0,Carol Shields,0679312064
39708,0767906632,Life Makeovers,CHERYL RICHARDSON,2000,Broadway Books,Life Makeovers,Cheryl Richardson,Cheryl Richardson,Cheryl Richardson,69842591,Cheryl Richardson,,,,,,,,,,,0553813714
39767,0394800184,Are You My Mother?,Philip D. Eastman,1960,Random House Children's Books,Are You My Mother?,Philip D. Eastman,Philip D. Eastman,Philip D. Eastman,35744421,Philip D. Eastman 1909-1986,Q7117193,,United States of America,,,male,,1909.0,1986.0,P. D. Eastman,0394900189
39779,0060559128,"Holy Fools : A Novel (Harris, Joanne)",Joanne Harris,2004,William Morrow,Holy Fools,Joanne Harris,Joanne Harris,Joanne Harris,51850630,"Joanne Harris, 1964-",Q234718,,United Kingdom,British English,,female,,1964.0,,Joanne Harris,0060559128
39797,0142003697,Michelangelo and the Pope's Ceiling,Ross King,2003,Penguin Books,Michelangelo and the Pope's Ceiling,Ross King,Ross King,Ross King,114787145,"Ross King, 1962-",Q775551,,Canada,,,male,,1962.0,,Ross King,0142003697
39863,0385333846,Slaughterhouse-Five,KURT VONNEGUT,1999,Delta,Slaughterhouse-Five,Kurt Vonnegut,Kurt Vonnegut,Kurt Vonnegut,71398958,"Kurt Vonnegut, 1922-2007",Q49074,,United States of America,English,"Unitarian Universalism,atheism",male,,1922.0,2007.0,Kurt Vonnegut,0385333846
39903,0553568159,Star Wars: Tales from Jabba's Palace (Star Wars (Random House Paperback)),Kevin J. Anderson,1996,Spectra Books,Tales from Jabba's Palace,Kevin J. Anderson,Kevin J. Anderson,Kevin J. Anderson,113153910,"Kevin J. Anderson, 1962-",Q339577,,United States of America,,,male,,1962.0,,Kevin J. Anderson,0553568159
39905,0446315176,An Unsuitable Job for a Woman,P. D. James,1992,Warner Books (Mm),An Unsuitable Job for a Woman,P. D. James,P. D. James,P. D. James,101752435,P.D. James 1920-2014,Q270648,,United Kingdom,,Anglicanism,female,,1920.0,2014.0,P. D. James,0722150954
39921,0812551494,"Soul of the Fire (Sword of Truth, Book 5)",Terry Goodkind,2000,Tor Fantasy,Soul of the Fire,Terry Goodkind,Terry Goodkind,Terry Goodkind,67399498,"Terry Goodkind, 1948-2020",Q366150,,United States of America,,,male,,1948.0,2020.0,Terry Goodkind,0312890540
39927,0449212661,Nerve,Dick Francis,1990,Fawcett Books,Nerve,Dick Francis,Dick Francis,Dick Francis,24601518,"Dick Francis, 1920-2010",Q314929,,"United Kingdom,Wales",,,male,,1920.0,2010.0,Dick Francis,0449212661
39937,0449211991,Banker,Dick Francis,1989,Fawcett Books,Banker,Dick Francis,Dick Francis,Dick Francis,24601518,"Dick Francis, 1920-2010",Q314929,,"United Kingdom,Wales",,,male,,1920.0,2010.0,Dick Francis,0449202623
39947,0446354732,Nothing Lasts Forever,Sidney Sheldon,1995,Warner Books,Nothing Lasts Forever,Sidney Sheldon,Sidney Sheldon,Sidney Sheldon,100259983,"Sidney Sheldon, 1917-2007",Q105118,,United States of America,English,Judaism,male,,1917.0,2007.0,Sidney Sheldon,0688084915
40002,0515133310,Echo Burning (Jack Reacher Novels (Paperback)),Lee Child,2002,Jove Books,Echo Burning,Lee Child,Lee Child,Lee Child,100304282,Lee Child,Q333719,,United Kingdom,English,,male,,1954.0,,Lee Child,0515133310
40056,0486282147,The Hound of the Baskervilles (Dover Thrift Editions),Sir Arthur Conan Doyle,1994,Dover Publications,The Hound of the Baskervilles,Arthur Conan Doyle,Arthur Conan Doyle,Arthur Conan Doyle,65283845,"Arthur Conan Doyle, 1859-1930",Q35610,,"United Kingdom of Great Britain and Ireland,United Kingdom",English,"Lapsed Catholic,spiritism",male,Irish people,1859.0,1930.0,Arthur Conan Doyle,068983571X
40069,0743225708,Bringing Down the House : The Inside Story of Six MIT Students Who Took Vegas for Millions,Ben Mezrich,2002,Free Press,Bringing Down the House,Ben Mezrich,Ben Mezrich,Ben Mezrich,84687292,"Ben Mezrich, 1969-",Q2481000,,United States of America,,,male,,1969.0,,Ben Mezrich,0743249992
40071,0140186522,Heart of Darkness: With the Congo Diary (Penguin Twentieth-Century Classics),Joseph Conrad,1995,Penguin Books,"Heart of Darkness, With, The Congo Diary",Joseph Conrad,Joseph Conrad,Joseph Conrad,73862853,"Joseph conrad, 1857-1924",Q82925,,"Russian Empire,United Kingdom of Great Britain and Ireland,United Kingdom,Second Polish Republic",English,atheism,male,Poles,1857.0,1924.0,Joseph Conrad,0140186522
40101,0380978857,The Golden One,Elizabeth Peters,2002,William Morrow &amp; Company,,,,,38191925,"Elizabeth Peters, 1927-2013",Q451009,,United States of America,,,female,,1927.0,2013.0,Barbara Mertz,0380978857
40102,0553569783,Heartstone,PHILLIP M. MARGOLIN,1995,Bantam,Heartstone,Phillip Margolin,Phillip Margolin,Phillip Margolin,79106434,Phillip Margolin,Q2880806,,United States of America,,,male,,1944.0,,Phillip Margolin,0553569783
40115,0765300133,The Wooden Sea : A Novel,Jonathan Carroll,2002,Tor Books,The Wooden Sea,Jonathan Carroll,Jonathan Carroll,Jonathan Carroll,68958534,"Jonathan Carroll, 1949-",Q727079,,United States of America,,,male,,1949.0,,Jonathan Carroll,0765300133
